epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1190.54,0.94172,0.45391,0.87754,0.9316,0.87132,0.94507,0.58743,1.09513,0.46057,0.90518,0.0082081,0.0082081,0.0082081
183,1197.01,0.93687,0.4641,0.8802,0.91931,0.8715,0.94028,0.56772,1.11031,0.47069,0.91011,0.0081982,0.0081982,0.0081982
184,1203.46,0.93972,0.45699,0.88211,0.91832,0.90125,0.94167,0.57361,1.12617,0.47945,0.92494,0.0081883,0.0081883,0.0081883
185,1209.91,0.93902,0.45203,0.88013,0.9103,0.88923,0.94148,0.57164,1.13574,0.4887,0.93283,0.0081784,0.0081784,0.0081784
186,1216.36,0.96984,0.46898,0.88292,0.90043,0.91817,0.94714,0.58996,1.10649,0.47704,0.91528,0.0081685,0.0081685,0.0081685
187,1222.75,0.94964,0.45512,0.87924,0.89934,0.89847,0.93978,0.57157,1.12125,0.47243,0.91595,0.0081586,0.0081586,0.0081586
188,1229.17,0.92664,0.45262,0.87917,0.91434,0.88595,0.93576,0.56314,1.13189,0.47533,0.92279,0.0081487,0.0081487,0.0081487
189,1235.57,0.93919,0.45659,0.88215,0.89575,0.91794,0.94654,0.57909,1.1294,0.4672,0.92901,0.0081388,0.0081388,0.0081388
190,1242.02,0.93558,0.45543,0.87921,0.91925,0.8943,0.94936,0.58302,1.11335,0.46737,0.91942,0.0081289,0.0081289,0.0081289
191,1248.48,0.93165,0.46074,0.88373,0.9062,0.91371,0.94661,0.58117,1.11117,0.46246,0.91607,0.008119,0.008119,0.008119
192,1254.98,0.93684,0.45799,0.87084,0.9417,0.8762,0.94034,0.57732,1.10814,0.46781,0.9138,0.0081091,0.0081091,0.0081091
193,1261.37,0.91213,0.44194,0.87832,0.91557,0.88873,0.94114,0.57997,1.10174,0.46591,0.91067,0.0080992,0.0080992,0.0080992
194,1267.8,0.95827,0.45364,0.87944,0.91942,0.92044,0.94733,0.58278,1.08143,0.46852,0.90878,0.0080893,0.0080893,0.0080893
195,1274.24,0.9323,0.45083,0.8819,0.91166,0.89569,0.93656,0.57821,1.0841,0.47781,0.91006,0.0080794,0.0080794,0.0080794
196,1280.62,0.9186,0.44865,0.87498,0.91073,0.87483,0.92779,0.56255,1.11635,0.47566,0.91774,0.0080695,0.0080695,0.0080695
197,1287.03,0.90693,0.44455,0.88003,0.9151,0.88447,0.93137,0.57592,1.10603,0.4732,0.91847,0.0080596,0.0080596,0.0080596
198,1293.44,0.93924,0.44804,0.88895,0.90502,0.91516,0.94159,0.58531,1.08461,0.4639,0.9103,0.0080497,0.0080497,0.0080497
199,1299.84,0.92566,0.4504,0.87921,0.88446,0.91558,0.93963,0.57849,1.09671,0.46111,0.91373,0.0080398,0.0080398,0.0080398
200,1306.29,0.92597,0.4407,0.87762,0.90587,0.88039,0.93477,0.56214,1.12504,0.45773,0.92459,0.0080299,0.0080299,0.0080299
201,1312.76,0.91852,0.43833,0.87505,0.89851,0.88317,0.93001,0.56252,1.12887,0.46625,0.92461,0.00802,0.00802,0.00802
202,1319.17,0.89664,0.43561,0.88073,0.90354,0.91238,0.94112,0.58587,1.10114,0.45585,0.91184,0.0080101,0.0080101,0.0080101
203,1325.57,0.92123,0.44437,0.87299,0.89018,0.91313,0.93851,0.58999,1.08257,0.45751,0.91162,0.0080002,0.0080002,0.0080002
204,1332.12,0.92682,0.45154,0.88575,0.91537,0.89291,0.94125,0.58214,1.10877,0.47244,0.92268,0.0079903,0.0079903,0.0079903
205,1338.51,0.9451,0.45556,0.88351,0.91873,0.89569,0.94074,0.57623,1.11108,0.47735,0.92512,0.0079804,0.0079804,0.0079804
206,1344.95,0.92201,0.4443,0.86418,0.9144,0.8943,0.94417,0.58359,1.10403,0.46368,0.91828,0.0079705,0.0079705,0.0079705
207,1351.38,0.93628,0.45083,0.87424,0.90576,0.83588,0.90926,0.53678,1.16252,0.49032,0.92054,0.0079606,0.0079606,0.0079606
208,1357.78,0.92488,0.44253,0.86727,0.89729,0.91132,0.94095,0.58856,1.10997,0.45695,0.91461,0.0079507,0.0079507,0.0079507
209,1364.2,0.92851,0.44274,0.87703,0.90157,0.90449,0.93634,0.58212,1.12536,0.45721,0.92124,0.0079408,0.0079408,0.0079408
210,1370.61,0.91179,0.44452,0.88365,0.8965,0.90125,0.93972,0.57835,1.12915,0.45933,0.91859,0.0079309,0.0079309,0.0079309
211,1376.98,0.92849,0.44537,0.87554,0.91518,0.90264,0.9382,0.57897,1.10005,0.46241,0.91398,0.007921,0.007921,0.007921
212,1383.41,0.9099,0.44492,0.87134,0.89268,0.89082,0.93188,0.57221,1.10052,0.47184,0.91447,0.0079111,0.0079111,0.0079111
213,1389.86,0.91611,0.44066,0.88159,0.89929,0.90664,0.93684,0.5753,1.10963,0.48683,0.91906,0.0079012,0.0079012,0.0079012
214,1396.3,0.91702,0.45026,0.86612,0.90118,0.90821,0.9379,0.57896,1.10239,0.4729,0.91522,0.0078913,0.0078913,0.0078913
215,1402.74,0.92346,0.45398,0.87559,0.92126,0.89495,0.94848,0.58492,1.0895,0.4626,0.90918,0.0078814,0.0078814,0.0078814
216,1409.16,0.93263,0.44988,0.87279,0.90605,0.91213,0.94619,0.58017,1.0973,0.46989,0.91617,0.0078715,0.0078715,0.0078715
