epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,65.1667,1.34764,0.74993,0.97724,0.66403,0.60918,0.63699,0.334,1.4789,1.74766,1.02618,0.00187328,0.00187328,0.00187328
18,68.9715,1.31587,0.72952,0.97005,0.705,0.63282,0.6538,0.28934,1.69265,2.00786,1.10001,0.00186536,0.00186536,0.00186536
19,72.8531,1.3075,0.72459,0.96826,0.75503,0.54242,0.66331,0.36572,1.39466,1.65144,0.99294,0.00185744,0.00185744,0.00185744
20,76.6291,1.27542,0.68977,0.96887,0.8179,0.68428,0.77448,0.41843,1.34016,0.83068,0.96469,0.00184952,0.00184952,0.00184952
21,80.4159,1.30792,0.70109,0.95794,0.85958,0.74826,0.82371,0.42669,1.37381,0.87972,0.98701,0.0018416,0.0018416,0.0018416
22,84.1925,1.2917,0.69259,0.95971,0.82563,0.8025,0.8393,0.42164,1.3798,0.86897,0.98135,0.00183368,0.00183368,0.00183368
23,87.9648,1.28145,0.70332,0.96222,0.82678,0.76356,0.83714,0.45604,1.29263,0.96805,0.95918,0.00182576,0.00182576,0.00182576
24,91.7496,1.23988,0.67323,0.95506,0.65364,0.62726,0.67053,0.36915,1.35654,1.89177,0.97284,0.00181784,0.00181784,0.00181784
25,95.519,1.28259,0.68687,0.95833,0.74085,0.63618,0.73167,0.39803,1.35229,1.09104,0.97808,0.00180992,0.00180992,0.00180992
26,99.3843,1.27105,0.68387,0.96162,0.76198,0.61445,0.69074,0.33902,1.47856,1.05632,1.00502,0.001802,0.001802,0.001802
27,103.305,1.27371,0.67527,0.95604,0.77594,0.65925,0.7171,0.37166,1.41727,0.85865,0.98968,0.00179408,0.00179408,0.00179408
28,107.172,1.26616,0.65689,0.9587,0.86564,0.77191,0.84182,0.44866,1.32733,0.65263,0.96176,0.00178616,0.00178616,0.00178616
29,110.947,1.21313,0.6459,0.94556,0.81452,0.73713,0.80643,0.42812,1.35311,1.07829,0.96901,0.00177824,0.00177824,0.00177824
30,114.711,1.24516,0.66191,0.95398,0.85359,0.76495,0.83808,0.44736,1.31864,0.76618,0.97151,0.00177032,0.00177032,0.00177032
31,118.479,1.2238,0.65048,0.95512,0.8727,0.75324,0.84446,0.46041,1.26434,0.77121,0.95431,0.0017624,0.0017624,0.0017624
32,122.261,1.21802,0.63592,0.9346,0.88486,0.81233,0.86557,0.47093,1.28276,0.73778,0.95839,0.00175448,0.00175448,0.00175448
33,126.036,1.20185,0.63599,0.94316,0.87828,0.82754,0.88294,0.48298,1.28145,0.6744,0.96815,0.00174656,0.00174656,0.00174656
34,129.809,1.22233,0.64162,0.93493,0.89189,0.8261,0.89437,0.49505,1.23832,0.70291,0.94425,0.00173864,0.00173864,0.00173864
35,133.608,1.20242,0.63141,0.94271,0.88299,0.80668,0.887,0.48256,1.2997,0.69378,0.95308,0.00173072,0.00173072,0.00173072
36,137.408,1.22119,0.62585,0.94763,0.82601,0.74409,0.81708,0.44379,1.3263,0.71157,0.94559,0.0017228,0.0017228,0.0017228
37,141.172,1.21203,0.63724,0.93737,0.89462,0.83829,0.8968,0.49291,1.24573,0.61998,0.93236,0.00171488,0.00171488,0.00171488
38,144.937,1.16114,0.60064,0.92864,0.87915,0.78025,0.85308,0.44812,1.29921,0.67282,0.95767,0.00170696,0.00170696,0.00170696
39,148.716,1.16847,0.60092,0.93011,0.89235,0.85319,0.89138,0.49577,1.2526,0.63947,0.93514,0.00169904,0.00169904,0.00169904
40,152.485,1.19794,0.61172,0.93333,0.89924,0.80946,0.87339,0.48854,1.27377,0.61047,0.94561,0.00169112,0.00169112,0.00169112
41,156.244,1.17435,0.59932,0.92363,0.84471,0.7274,0.81263,0.39371,1.45859,0.74933,0.99532,0.0016832,0.0016832,0.0016832
42,160.015,1.2054,0.61643,0.93784,0.77727,0.80569,0.82457,0.4376,1.33305,0.68846,0.95714,0.00167528,0.00167528,0.00167528
43,163.829,1.2107,0.60657,0.93156,0.87307,0.85396,0.89216,0.50089,1.24439,0.67684,0.93526,0.00166736,0.00166736,0.00166736
44,167.611,1.16218,0.58981,0.91749,0.85563,0.79133,0.85036,0.47734,1.25187,0.61851,0.93513,0.00165944,0.00165944,0.00165944
45,171.375,1.17976,0.59832,0.92987,0.87461,0.80518,0.87596,0.48564,1.23508,0.59525,0.92457,0.00165152,0.00165152,0.00165152
46,175.168,1.19268,0.60083,0.93051,0.86715,0.83588,0.8985,0.50748,1.2347,0.62736,0.94138,0.0016436,0.0016436,0.0016436
47,178.939,1.15283,0.5912,0.9221,0.89969,0.8483,0.90588,0.50471,1.23242,0.63357,0.93508,0.00163568,0.00163568,0.00163568
48,182.713,1.18191,0.60376,0.92459,0.85393,0.85373,0.89572,0.50161,1.24577,0.59822,0.94035,0.00162776,0.00162776,0.00162776
49,186.472,1.14616,0.57941,0.92712,0.85295,0.84562,0.88165,0.4951,1.25079,0.61977,0.93976,0.00161984,0.00161984,0.00161984
50,190.239,1.18112,0.61053,0.94045,0.856,0.80196,0.86552,0.46809,1.28276,0.6503,0.96205,0.00161192,0.00161192,0.00161192
51,194.008,1.15848,0.59781,0.93538,0.89145,0.85675,0.90335,0.48671,1.26374,0.5939,0.94184,0.001604,0.001604,0.001604
52,197.772,1.17057,0.6009,0.93036,0.88688,0.83727,0.90194,0.4929,1.28088,0.59341,0.94451,0.00159608,0.00159608,0.00159608
53,201.543,1.17462,0.59203,0.92933,0.88013,0.86092,0.8944,0.49349,1.26263,0.60311,0.94061,0.00158816,0.00158816,0.00158816
54,205.314,1.12532,0.57524,0.91393,0.73685,0.77608,0.81381,0.44786,1.30101,0.89726,0.95618,0.00158024,0.00158024,0.00158024
55,209.091,1.15349,0.5827,0.93485,0.79345,0.76938,0.8182,0.45543,1.24828,0.79823,0.93339,0.00157232,0.00157232,0.00157232
56,212.855,1.14969,0.58406,0.91935,0.86708,0.8528,0.89632,0.51286,1.20078,0.58823,0.92003,0.0015644,0.0015644,0.0015644
57,216.637,1.13828,0.57427,0.92607,0.90196,0.84453,0.91555,0.51524,1.21768,0.5784,0.93205,0.00155648,0.00155648,0.00155648
58,220.414,1.12627,0.56175,0.9136,0.8792,0.8484,0.89741,0.51334,1.2259,0.59203,0.93739,0.00154856,0.00154856,0.00154856
59,224.168,1.11943,0.56482,0.92758,0.89781,0.86758,0.91816,0.5349,1.22611,0.54891,0.92758,0.00154064,0.00154064,0.00154064
60,227.938,1.1522,0.57692,0.90853,0.83131,0.77886,0.83848,0.44617,1.33257,0.63813,0.95503,0.00153272,0.00153272,0.00153272
61,231.707,1.1098,0.56764,0.91348,0.85868,0.80946,0.86429,0.47906,1.24186,0.58459,0.93832,0.0015248,0.0015248,0.0015248
62,235.469,1.13606,0.57409,0.9342,0.89522,0.81363,0.88821,0.50916,1.20009,0.58944,0.9311,0.00151688,0.00151688,0.00151688
63,239.233,1.1064,0.56312,0.92047,0.89827,0.85675,0.90971,0.51089,1.21565,0.58714,0.9301,0.00150896,0.00150896,0.00150896
64,242.996,1.12979,0.57096,0.9222,0.91247,0.87204,0.92124,0.54227,1.18658,0.53449,0.92534,0.00150104,0.00150104,0.00150104
65,246.762,1.11446,0.55411,0.91997,0.90071,0.88316,0.92483,0.54527,1.18784,0.54472,0.92276,0.00149312,0.00149312,0.00149312
66,250.536,1.10071,0.56021,0.90879,0.91952,0.84145,0.91703,0.53589,1.20529,0.54671,0.92741,0.0014852,0.0014852,0.0014852
67,254.305,1.13753,0.57199,0.91159,0.90105,0.87761,0.92495,0.51982,1.25311,0.5656,0.93715,0.00147728,0.00147728,0.00147728
68,258.063,1.10653,0.56443,0.90654,0.8973,0.86787,0.9194,0.53393,1.17582,0.55447,0.92568,0.00146936,0.00146936,0.00146936
69,261.818,1.10451,0.55998,0.916,0.89793,0.85814,0.90824,0.53064,1.17972,0.56538,0.92856,0.00146144,0.00146144,0.00146144
70,265.581,1.09391,0.54931,0.90679,0.87436,0.85814,0.90533,0.54009,1.17412,0.54687,0.91991,0.00145352,0.00145352,0.00145352
71,269.336,1.12201,0.56358,0.91474,0.90905,0.85396,0.90896,0.5256,1.23896,0.55486,0.93685,0.0014456,0.0014456,0.0014456
72,273.1,1.121,0.5547,0.91676,0.85909,0.83944,0.8791,0.49874,1.25496,0.60072,0.93987,0.00143768,0.00143768,0.00143768
73,276.856,1.0816,0.54369,0.91154,0.90089,0.8597,0.91119,0.53035,1.19929,0.53091,0.92622,0.00142976,0.00142976,0.00142976
74,280.612,1.0805,0.535,0.90371,0.87039,0.84562,0.89648,0.52491,1.20011,0.55393,0.93203,0.00142184,0.00142184,0.00142184
75,284.381,1.07395,0.54025,0.90014,0.90964,0.86809,0.91866,0.52673,1.19011,0.56679,0.92447,0.00141392,0.00141392,0.00141392
