epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.55707,1.5828,2.77518,1.0418,0.00581,0.5452,0.0111,0.00665,1.53615,3.80489,1.02086,0.000653333,0.000653333,0.000653333
2,8.62311,1.5728,1.69707,1.04923,0.01788,0.20723,0.01519,0.0071,1.51547,8.20015,1.05084,0.00130693,0.00130693,0.00130693
